SEQUENCE_NUM,DEVICE_ID,ALERT_TYPE_ID,POLICY_ID,SIGNATURE_ID,BEGIN_TIME,END_TIME,HIT_COUNT,SRC_IP_ADDR,SRC_IP_ADDR_HIGH,SRC_PORT,DST_IP_ADDR,DST_IP_ADDR_HIGH,DST_PORT,VIRTUAL_SEGMENT_INDEX,PHYSICAL_PORT_IN,VLAN_TAG,SEVERITY_ID,PACKET_TRACE,DEVICE_TRACE_BUCKET,DEVICE_TRACE_BEGIN_SEQ,DEVICE_TRACE_END_SEQ,MESSAGE_PARMS,QUARANTINE_ACTION,FLOW_CONTROL,ACTION_SET_UUID,ACTION_SET_NAME,RATE_LIMIT_RATE,CLIENT_IP_ADDR,CLIENT_IP_ADDR_HIGH,XFF_IP_ADDR,XFF_IP_ADDR_HIGH,TCIP_IP_ADDR,TCIP_IP_ADDR_HIGH,URI_METHOD,URI_HOST,URI_STRING,SRC_USER_NAME,SRC_DOMAIN,SRC_MACHINE,DST_USER_NAME,DST_DOMAIN,DST_MACHINE
267855760,e4993c7f-ce1d-11e6-b837-b05ada4eed7a,1,748a89f3-5c9b-4998-af78-e6b52b22a578,00000001-0001-0001-0001-000000017056,1582150200048,1582150261048,1,175798792,0,20255,1666606122,0,443,62,15,0,3,0,0,0,0, , ,Permit,7d13fcaa-88bd-11d6-859b-0002b34b9580,Permit + Notify,0,175798792,0,0,0,0,0,,,,,,,,,
267855761,e4993c7f-ce1d-11e6-b837-b05ada4eed7a,1,748a89f3-5c9b-4998-af78-e6b52b22a578,00000001-0001-0001-0001-000000017056,1582150200048,1582150261048,2,175798792,0,23529,1666606128,0,443,62,15,0,3,0,0,0,0, , ,Permit,7d13fcaa-88bd-11d6-859b-0002b34b9580,Permit + Notify,0,175798792,0,0,0,0,0,,,,,,,,,
267855762,e4993c7f-ce1d-11e6-b837-b05ada4eed7a,1,748a89f3-5c9b-4998-af78-e6b52b22a578,00000001-0001-0001-0001-000000017056,1582150200048,1582150261048,5,175798792,0,30349,3367749443,0,443,62,15,0,3,0,0,0,0, , ,Permit,7d13fcaa-88bd-11d6-859b-0002b34b9580,Permit + Notify,0,175798792,0,0,0,0,0,,,,,,,,,
267855763,e4993c7f-ce1d-11e6-b837-b05ada4eed7a,1,748a89f3-5c9b-4998-af78-e6b52b22a578,00000001-0001-0001-0001-000000017056,1582150200048,1582150261048,1,175798792,0,32809,3365086283,0,443,62,15,0,3,0,0,0,0, , ,Permit,7d13fcaa-88bd-11d6-859b-0002b34b9580,Permit + Notify,0,175798792,0,0,0,0,0,,,,,,,,,
267855764,e4993c7f-ce1d-11e6-b837-b05ada4eed7a,1,748a89f3-5c9b-4998-af78-e6b52b22a578,00000001-0001-0001-0001-000000017056,1582150200048,1582150261048,1,175798792,0,19117,234436619,0,443,62,15,0,3,0,0,0,0, , ,Permit,7d13fcaa-88bd-11d6-859b-0002b34b9580,Permit + Notify,0,175798792,0,0,0,0,0,,,,,,,,,
267855765,e4993c7f-ce1d-11e6-b837-b05ada4eed7a,1,8300ee53-e0f3-4589-a21b-aed2cba5292f,00000001-0001-0001-0001-000000017056,1582150081048,1582150261048,1,177354924,0,59127,175798792,0,8080,86,39,10,3,0,0,0,0, , ,Permit,7d13fcaa-88bd-11d6-859b-0002b34b9580,Permit + Notify,0,177354924,0,0,0,0,0,,,,,,,,,
267855766,e4993c7f-ce1d-11e6-b837-b05ada4eed7a,1,748a89f3-5c9b-4998-af78-e6b52b22a578,00000001-0001-0001-0001-000000017056,1582150116073,1582150261073,1,175798792,0,22611,234438176,0,443,62,15,0,3,0,0,0,0, , ,Permit,7d13fcaa-88bd-11d6-859b-0002b34b9580,Permit + Notify,0,175798792,0,0,0,0,0,,,,,,,,,
223302497,0036a850-10df-11e7-b47f-f8dc43e860d0,1,0743aeee-8078-44e4-9b01-011ce13e6a54,00000001-0001-0001-0001-000000017056,1582150261,1582150261556,1,175873105,0,59433,873002928,0,443,4,4,0,3,0,0,0,0, , ,Permit,7d13fcaa-88bd-11d6-859b-0002b34b9580,,0,175873105,0,0,0,0,0,,,,,,,,,
223302498,0036a850-10df-11e7-b47f-f8dc43e860d0,1,0743aeee-8078-44e4-9b01-011ce13e6a54,00000001-0001-0001-0001-000000017056,1582150201,1582150261756,13,175864331,0,19435,1752681389,0,443,4,4,0,3,0,0,0,0, , ,Permit,7d13fcaa-88bd-11d6-859b-0002b34b9580,,0,175864331,0,0,0,0,0,,,,,,,,,
10750823,0036a850-10df-11e7-b47f-f8dc43e860d0,2,84f8a632-1eb4-4674-a9f6-2851216432a3,00000001-0001-0001-0001-000000028469,1582150056,1582150261856,1,175841619,0,53393,175864080,0,59533,7,7,700,2,0,0,0,0, , ,Block,3ab8eea0-4331-11d6-b47a-00a0c995f27f,,0,175841619,0,0,0,0,0,,,,,,,,,
73544869,3da1ecaa-2380-11e7-add1-ec8147b19acd,1,a069d3f6-ff68-452c-8d08-b79881cba98e,00000001-0001-0001-0001-000000011174,1582150198,1582150261981,24,175768107,0,50151,3475267338,0,443,44,3,0,1,0,0,0,0, , ,Permit,7d13fcaa-88bd-11d6-859b-0002b34b9580,,0,175768107,0,0,0,0,0,,,,,,,,,
144085789,a73afd1f-2217-11e3-a4dc-78acc0f2ed41,1,26124332-21b2-4308-96c1-6622ae10fd65,00000001-0001-0001-0001-000000005601,1582150202001,1582150262001,1,176816961,0,52171,176767028,0,22,203,27,0,1,0,0,0,0, , ,Permit,7d13fcaa-88bd-11d6-859b-0002b34b9580,Permit + Notify,0,176816961,0,0,0,0,0,,,,,,,,,
144085790,a73afd1f-2217-11e3-a4dc-78acc0f2ed41,1,e307b833-214a-4d60-aea6-874a78007403,00000001-0001-0001-0001-000000012850,1582150202001,1582150262001,1,176816961,0,52171,176767028,0,22,203,26,0,1,0,0,0,0, , ,Permit,7d13fcaa-88bd-11d6-859b-0002b34b9580,Permit + Notify,0,176816961,0,0,0,0,0,,,,,,,,,
144085791,a73afd1f-2217-11e3-a4dc-78acc0f2ed41,1,26124332-21b2-4308-96c1-6622ae10fd65,00000001-0001-0001-0001-000000005601,1582150202001,1582150262001,5,176817683,0,33346,175788621,0,22,203,27,0,1,0,0,0,0, , ,Permit,7d13fcaa-88bd-11d6-859b-0002b34b9580,Permit + Notify,0,176817683,0,0,0,0,0,,,,,,,,,
144085792,a73afd1f-2217-11e3-a4dc-78acc0f2ed41,1,e307b833-214a-4d60-aea6-874a78007403,00000001-0001-0001-0001-000000012850,1582150202001,1582150262001,5,176817683,0,33346,175788621,0,22,203,26,0,1,0,0,0,0, , ,Permit,7d13fcaa-88bd-11d6-859b-0002b34b9580,Permit + Notify,0,176817683,0,0,0,0,0,,,,,,,,,
144085793,a73afd1f-2217-11e3-a4dc-78acc0f2ed41,1,9818eaae-90b8-4519-ac0f-b22438aeb84a,00000001-0001-0001-0001-000000005601,1582150202001,1582150262001,1,176817682,0,58720,3232261946,0,22,186,10,0,1,0,0,0,0, , ,Permit,7d13fcaa-88bd-11d6-859b-0002b34b9580,Permit + Notify,0,176817682,0,0,0,0,0,,,,,,,,,
144085794,a73afd1f-2217-11e3-a4dc-78acc0f2ed41,1,222c5ba0-d70c-49d9-9c60-7affe0b67d24,00000001-0001-0001-0001-000000012850,1582150202001,1582150262001,1,176817682,0,58720,3232261946,0,22,186,11,0,1,0,0,0,0, , ,Permit,7d13fcaa-88bd-11d6-859b-0002b34b9580,Permit + Notify,0,176817682,0,0,0,0,0,,,,,,,,,
144085795,a73afd1f-2217-11e3-a4dc-78acc0f2ed41,1,9818eaae-90b8-4519-ac0f-b22438aeb84a,00000001-0001-0001-0001-000000005601,1582150200001,1582150262001,1,176817884,0,62480,3232261946,0,22,186,10,0,1,0,0,0,0, , ,Permit,7d13fcaa-88bd-11d6-859b-0002b34b9580,Permit + Notify,0,176817884,0,0,0,0,0,,,,,,,,,
144085796,a73afd1f-2217-11e3-a4dc-78acc0f2ed41,1,222c5ba0-d70c-49d9-9c60-7affe0b67d24,00000001-0001-0001-0001-000000012850,1582150143001,1582150262001,1,392354276,0,57751,3232261946,0,22,186,11,0,1,0,0,0,0, , ,Permit,7d13fcaa-88bd-11d6-859b-0002b34b9580,Permit + Notify,0,392354276,0,0,0,0,0,,,,,,,,,
267855767,e4993c7f-ce1d-11e6-b837-b05ada4eed7a,1,8300ee53-e0f3-4589-a21b-aed2cba5292f,00000001-0001-0001-0001-000000017056,1582150116038,1582150262038,1,177384493,0,63249,175798792,0,8080,86,39,10,3,0,0,0,0, , ,Permit,7d13fcaa-88bd-11d6-859b-0002b34b9580,Permit + Notify,0,177384493,0,0,0,0,0,,,,,,,,,
16338871,7ed72f80-b4ec-11e3-aac3-78acc0f3d621,1,cc05d0f5-ba55-4db9-b60b-b6ee22ae9d1c,00000001-0001-0001-0001-000000025940,1582150202050,1582150262050,1,177091182,0,443,175753818,0,58210,280,7,0,1,0,0,0,0, , ,Permit,7d13fcaa-88bd-11d6-859b-0002b34b9580,Permit + Notify,0,177091182,0,0,0,0,0,,,,,,,,,
223302499,0036a850-10df-11e7-b47f-f8dc43e860d0,1,0743aeee-8078-44e4-9b01-011ce13e6a54,00000001-0001-0001-0001-000000017056,1582150202,1582150262156,10,175864331,0,29779,58515021,0,443,4,4,0,3,0,0,0,0, , ,Permit,7d13fcaa-88bd-11d6-859b-0002b34b9580,,0,175864331,0,0,0,0,0,,,,,,,,,
223302500,0036a850-10df-11e7-b47f-f8dc43e860d0,1,0743aeee-8078-44e4-9b01-011ce13e6a54,00000001-0001-0001-0001-000000017056,1582150262,1582150262156,1,175863680,0,46194,1746067764,0,443,4,4,0,3,0,0,0,0, , ,Permit,7d13fcaa-88bd-11d6-859b-0002b34b9580,,0,175863680,0,0,0,0,0,,,,,,,,,
223302501,0036a850-10df-11e7-b47f-f8dc43e860d0,1,0743aeee-8078-44e4-9b01-011ce13e6a54,00000001-0001-0001-0001-000000017056,1582149932,1582150262356,1,175873105,0,56266,917565611,0,443,4,4,0,3,0,0,0,0, , ,Permit,7d13fcaa-88bd-11d6-859b-0002b34b9580,,0,175873105,0,0,0,0,0,,,,,,,,,
223302502,0036a850-10df-11e7-b47f-f8dc43e860d0,1,0743aeee-8078-44e4-9b01-011ce13e6a54,00000001-0001-0001-0001-000000017056,1582150262,1582150262556,1,175863574,0,1220,2649753141,0,443,4,4,0,3,0,0,0,0, , ,Permit,7d13fcaa-88bd-11d6-859b-0002b34b9580,,0,175863574,0,0,0,0,0,,,,,,,,,
267855768,e4993c7f-ce1d-11e6-b837-b05ada4eed7a,1,db410abe-84ec-40b5-b2fd-4e437b775136,00000001-0001-0001-0001-000000012850,1582150203048,1582150263048,7,2317605694,0,62608,177381419,0,22,74,26,223,1,0,0,0,0, , ,Permit,7d13fcaa-88bd-11d6-859b-0002b34b9580,Permit + Notify,0,2317605694,0,0,0,0,0,,,,,,,,,
267855769,e4993c7f-ce1d-11e6-b837-b05ada4eed7a,1,db410abe-84ec-40b5-b2fd-4e437b775136,00000001-0001-0001-0001-000000012850,1582150203048,1582150263048,7,2317605694,0,62610,177381402,0,22,74,26,223,1,0,0,0,0, , ,Permit,7d13fcaa-88bd-11d6-859b-0002b34b9580,Permit + Notify,0,2317605694,0,0,0,0,0,,,,,,,,,
267855770,e4993c7f-ce1d-11e6-b837-b05ada4eed7a,1,748a89f3-5c9b-4998-af78-e6b52b22a578,00000001-0001-0001-0001-000000017056,1582150263068,1582150263068,1,177363532,0,57726,879870596,0,443,62,15,0,3,0,0,0,0, , ,Permit,7d13fcaa-88bd-11d6-859b-0002b34b9580,Permit + Notify,0,177363532,0,0,0,0,0,,,,,,,,,
73544870,3da1ecaa-2380-11e7-add1-ec8147b19acd,1,8515ecc1-1ba6-49d2-9515-233093f868fb,00000001-0001-0001-0001-000000013895,1582150263,1582150263081,1,177339932,0,443,175773957,0,57897,43,3,0,1,0,0,0,0, , ,Permit,7d13fcaa-88bd-11d6-859b-0002b34b9580,,0,177339932,0,0,0,0,0,,,,,,,,,
223302503,0036a850-10df-11e7-b47f-f8dc43e860d0,1,0743aeee-8078-44e4-9b01-011ce13e6a54,00000001-0001-0001-0001-000000017056,1582150175,1582150263156,1,175864331,0,37451,2953416953,0,443,4,4,0,3,0,0,0,0, , ,Permit,7d13fcaa-88bd-11d6-859b-0002b34b9580,,0,175864331,0,0,0,0,0,,,,,,,,,
223302504,0036a850-10df-11e7-b47f-f8dc43e860d0,1,0743aeee-8078-44e4-9b01-011ce13e6a54,00000001-0001-0001-0001-000000017056,1582150203,1582150263556,8,175864331,0,26391,3006404891,0,443,4,4,0,3,0,0,0,0, , ,Permit,7d13fcaa-88bd-11d6-859b-0002b34b9580,,0,175864331,0,0,0,0,0,,,,,,,,,
223302505,0036a850-10df-11e7-b47f-f8dc43e860d0,1,0743aeee-8078-44e4-9b01-011ce13e6a54,00000001-0001-0001-0001-000000017056,1582150263,1582150263656,1,175863680,0,42052,3113733131,0,443,4,4,0,3,0,0,0,0, , ,Permit,7d13fcaa-88bd-11d6-859b-0002b34b9580,,0,175863680,0,0,0,0,0,,,,,,,,,
267855771,e4993c7f-ce1d-11e6-b837-b05ada4eed7a,1,748a89f3-5c9b-4998-af78-e6b52b22a578,00000001-0001-0001-0001-000000017056,1582150264066,1582150264066,1,175798792,0,35237,3495228456,0,443,62,15,0,3,0,0,0,0, , ,Permit,7d13fcaa-88bd-11d6-859b-0002b34b9580,Permit + Notify,0,175798792,0,0,0,0,0,,,,,,,,,
267855772,e4993c7f-ce1d-11e6-b837-b05ada4eed7a,1,748a89f3-5c9b-4998-af78-e6b52b22a578,00000001-0001-0001-0001-000000017056,1582150264076,1582150264076,1,176798966,0,60906,2899903909,0,443,62,15,0,3,0,0,0,0, , ,Permit,7d13fcaa-88bd-11d6-859b-0002b34b9580,Permit + Notify,0,176798966,0,0,0,0,0,,,,,,,,,
223302506,0036a850-10df-11e7-b47f-f8dc43e860d0,1,822592e7-1e65-4107-b458-cd38bfbc5ae8,00000001-0001-0001-0001-000000017056,1582149964,1582150264356,1,175894706,0,58010,175864331,0,8080,5,5,0,3,0,0,0,0, , ,Permit,7d13fcaa-88bd-11d6-859b-0002b34b9580,,0,175894706,0,0,0,0,0,,,,,,,,,
267855773,e4993c7f-ce1d-11e6-b837-b05ada4eed7a,1,748a89f3-5c9b-4998-af78-e6b52b22a578,00000001-0001-0001-0001-000000017056,1582150265013,1582150265013,1,177359947,0,56051,879870596,0,443,62,15,0,3,0,0,0,0, , ,Permit,7d13fcaa-88bd-11d6-859b-0002b34b9580,Permit + Notify,0,177359947,0,0,0,0,0,,,,,,,,,
36259709,dc649d31-10bd-11e7-8f8b-d93a405adbc5,1,15f9454d-f227-4555-bce2-0a3e4ea1b1e2,00000001-0001-0001-0001-000000017056,1582150132,1582150265325,1,175906577,0,37953,398643240,0,443,20,4,0,3,0,0,0,0, , ,Permit,7d13fcaa-88bd-11d6-859b-0002b34b9580,,0,175906577,0,0,0,0,0,,,,,,,,,
267855774,e4993c7f-ce1d-11e6-b837-b05ada4eed7a,1,748a89f3-5c9b-4998-af78-e6b52b22a578,00000001-0001-0001-0001-000000017056,1582150205003,1582150266003,12,175798792,0,21147,2899904302,0,443,62,15,0,3,0,0,0,0, , ,Permit,7d13fcaa-88bd-11d6-859b-0002b34b9580,Permit + Notify,0,175798792,0,0,0,0,0,,,,,,,,,
267855775,e4993c7f-ce1d-11e6-b837-b05ada4eed7a,1,748a89f3-5c9b-4998-af78-e6b52b22a578,00000001-0001-0001-0001-000000017056,1582150203018,1582150266018,30,175798792,0,23465,1761514820,0,443,62,15,0,3,0,0,0,0, , ,Permit,7d13fcaa-88bd-11d6-859b-0002b34b9580,Permit + Notify,0,175798792,0,0,0,0,0,,,,,,,,,
267855776,e4993c7f-ce1d-11e6-b837-b05ada4eed7a,1,db410abe-84ec-40b5-b2fd-4e437b775136,00000001-0001-0001-0001-000000012850,1582150206028,1582150266028,7,2317605694,0,62657,177381410,0,22,74,26,223,1,0,0,0,0, , ,Permit,7d13fcaa-88bd-11d6-859b-0002b34b9580,Permit + Notify,0,2317605694,0,0,0,0,0,,,,,,,,,
267855777,e4993c7f-ce1d-11e6-b837-b05ada4eed7a,1,748a89f3-5c9b-4998-af78-e6b52b22a578,00000001-0001-0001-0001-000000017056,1582150142043,1582150266043,1,176754194,0,60259,175798792,0,8080,61,14,0,3,0,0,0,0, , ,Permit,7d13fcaa-88bd-11d6-859b-0002b34b9580,Permit + Notify,0,176754194,0,0,0,0,0,,,,,,,,,
267855778,e4993c7f-ce1d-11e6-b837-b05ada4eed7a,1,748a89f3-5c9b-4998-af78-e6b52b22a578,00000001-0001-0001-0001-000000017056,1582150149048,1582150266048,1,175798792,0,38349,1745955636,0,443,62,15,0,3,0,0,0,0, , ,Permit,7d13fcaa-88bd-11d6-859b-0002b34b9580,Permit + Notify,0,175798792,0,0,0,0,0,,,,,,,,,
267855779,e4993c7f-ce1d-11e6-b837-b05ada4eed7a,1,748a89f3-5c9b-4998-af78-e6b52b22a578,00000001-0001-0001-0001-000000017056,1582150158078,1582150266078,1,175798792,0,28265,917183001,0,443,62,15,0,3,0,0,0,0, , ,Permit,7d13fcaa-88bd-11d6-859b-0002b34b9580,Permit + Notify,0,175798792,0,0,0,0,0,,,,,,,,,
267855780,e4993c7f-ce1d-11e6-b837-b05ada4eed7a,1,db410abe-84ec-40b5-b2fd-4e437b775136,00000001-0001-0001-0001-000000012850,1582150203093,1582150266093,8,2317605694,0,62678,177381424,0,22,68,20,223,1,0,0,0,0, , ,Permit,7d13fcaa-88bd-11d6-859b-0002b34b9580,Permit + Notify,0,2317605694,0,0,0,0,0,,,,,,,,,
223302507,0036a850-10df-11e7-b47f-f8dc43e860d0,1,822592e7-1e65-4107-b458-cd38bfbc5ae8,00000001-0001-0001-0001-000000017056,1582150060,1582150266656,1,175894710,0,57941,175864331,0,8080,5,5,0,3,0,0,0,0, , ,Permit,7d13fcaa-88bd-11d6-859b-0002b34b9580,,0,175894710,0,0,0,0,0,,,,,,,,,
223302508,0036a850-10df-11e7-b47f-f8dc43e860d0,1,0743aeee-8078-44e4-9b01-011ce13e6a54,00000001-0001-0001-0001-000000017056,1582150005,1582150266656,1,175864331,0,21131,225151230,0,443,4,4,0,3,0,0,0,0, , ,Permit,7d13fcaa-88bd-11d6-859b-0002b34b9580,,0,175864331,0,0,0,0,0,,,,,,,,,
267855781,e4993c7f-ce1d-11e6-b837-b05ada4eed7a,1,748a89f3-5c9b-4998-af78-e6b52b22a578,00000001-0001-0001-0001-000000017056,1582150267006,1582150267006,1,176808009,0,62562,879870596,0,443,62,15,0,3,0,0,0,0, , ,Permit,7d13fcaa-88bd-11d6-859b-0002b34b9580,Permit + Notify,0,176808009,0,0,0,0,0,,,,,,,,,
267855782,e4993c7f-ce1d-11e6-b837-b05ada4eed7a,1,748a89f3-5c9b-4998-af78-e6b52b22a578,00000001-0001-0001-0001-000000017056,1582150203081,1582150267081,4,175798792,0,35113,1746469745,0,443,62,15,0,3,0,0,0,0, , ,Permit,7d13fcaa-88bd-11d6-859b-0002b34b9580,Permit + Notify,0,175798792,0,0,0,0,0,,,,,,,,,
73544871,3da1ecaa-2380-11e7-add1-ec8147b19acd,1,a069d3f6-ff68-452c-8d08-b79881cba98e,00000001-0001-0001-0001-000000011174,1582150204,1582150267181,24,175768078,0,40038,3475267338,0,443,44,3,0,1,0,0,0,0, , ,Permit,7d13fcaa-88bd-11d6-859b-0002b34b9580,,0,175768078,0,0,0,0,0,,,,,,,,,
267855783,e4993c7f-ce1d-11e6-b837-b05ada4eed7a,1,748a89f3-5c9b-4998-af78-e6b52b22a578,00000001-0001-0001-0001-000000017056,1582150268001,1582150268001,1,175798792,0,21769,388830575,0,443,62,15,0,3,0,0,0,0, , ,Permit,7d13fcaa-88bd-11d6-859b-0002b34b9580,Permit + Notify,0,175798792,0,0,0,0,0,,,,,,,,,
267855784,e4993c7f-ce1d-11e6-b837-b05ada4eed7a,1,748a89f3-5c9b-4998-af78-e6b52b22a578,00000001-0001-0001-0001-000000017056,1582149969008,1582150268008,1,175798792,0,18795,386126897,0,443,62,15,0,3,0,0,0,0, , ,Permit,7d13fcaa-88bd-11d6-859b-0002b34b9580,Permit + Notify,0,175798792,0,0,0,0,0,,,,,,,,,
267855785,e4993c7f-ce1d-11e6-b837-b05ada4eed7a,1,748a89f3-5c9b-4998-af78-e6b52b22a578,00000001-0001-0001-0001-000000017056,1582150268008,1582150268008,1,177384484,0,57782,879870596,0,443,62,15,0,3,0,0,0,0, , ,Permit,7d13fcaa-88bd-11d6-859b-0002b34b9580,Permit + Notify,0,177384484,0,0,0,0,0,,,,,,,,,
267855786,e4993c7f-ce1d-11e6-b837-b05ada4eed7a,1,748a89f3-5c9b-4998-af78-e6b52b22a578,00000001-0001-0001-0001-000000017056,1582149841086,1582150268086,1,175798792,0,18915,917272411,0,443,62,15,0,3,0,0,0,0, , ,Permit,7d13fcaa-88bd-11d6-859b-0002b34b9580,Permit + Notify,0,175798792,0,0,0,0,0,,,,,,,,,
267855787,e4993c7f-ce1d-11e6-b837-b05ada4eed7a,1,748a89f3-5c9b-4998-af78-e6b52b22a578,00000001-0001-0001-0001-000000017056,1582150203098,1582150268098,14,175798792,0,37087,2899906307,0,443,62,15,0,3,0,0,0,0, , ,Permit,7d13fcaa-88bd-11d6-859b-0002b34b9580,Permit + Notify,0,175798792,0,0,0,0,0,,,,,,,,,
223302509,0036a850-10df-11e7-b47f-f8dc43e860d0,1,0743aeee-8078-44e4-9b01-011ce13e6a54,00000001-0001-0001-0001-000000017056,1582150190,1582150268256,1,175864331,0,26789,225179390,0,443,4,4,0,3,0,0,0,0, , ,Permit,7d13fcaa-88bd-11d6-859b-0002b34b9580,,0,175864331,0,0,0,0,0,,,,,,,,,
223302510,0036a850-10df-11e7-b47f-f8dc43e860d0,1,0743aeee-8078-44e4-9b01-011ce13e6a54,00000001-0001-0001-0001-000000017056,1582150268,1582150268556,1,175877170,0,33311,2899946499,0,443,4,4,0,3,0,0,0,0, , ,Permit,7d13fcaa-88bd-11d6-859b-0002b34b9580,,0,175877170,0,0,0,0,0,,,,,,,,,
267855788,e4993c7f-ce1d-11e6-b837-b05ada4eed7a,1,8300ee53-e0f3-4589-a21b-aed2cba5292f,00000001-0001-0001-0001-000000017056,1582150150001,1582150269001,1,176807962,0,53672,175798792,0,8080,86,39,10,3,0,0,0,0, , ,Permit,7d13fcaa-88bd-11d6-859b-0002b34b9580,Permit + Notify,0,176807962,0,0,0,0,0,,,,,,,,,
267855789,e4993c7f-ce1d-11e6-b837-b05ada4eed7a,1,db410abe-84ec-40b5-b2fd-4e437b775136,00000001-0001-0001-0001-000000012850,1582150205071,1582150269071,1,2317605694,0,62747,177381381,0,22,68,20,223,1,0,0,0,0, , ,Permit,7d13fcaa-88bd-11d6-859b-0002b34b9580,Permit + Notify,0,2317605694,0,0,0,0,0,,,,,,,,,
223302511,0036a850-10df-11e7-b47f-f8dc43e860d0,1,0743aeee-8078-44e4-9b01-011ce13e6a54,00000001-0001-0001-0001-000000017056,1582150269,1582150269656,1,175875281,0,51011,2899946499,0,443,4,4,0,3,0,0,0,0, , ,Permit,7d13fcaa-88bd-11d6-859b-0002b34b9580,,0,175875281,0,0,0,0,0,,,,,,,,,
73544872,3da1ecaa-2380-11e7-add1-ec8147b19acd,1,a069d3f6-ff68-452c-8d08-b79881cba98e,00000001-0001-0001-0001-000000011174,1582150206,1582150269681,12,175774230,0,52092,3475267338,0,443,44,3,0,1,0,0,0,0, , ,Permit,7d13fcaa-88bd-11d6-859b-0002b34b9580,,0,175774230,0,0,0,0,0,,,,,,,,,
73544873,3da1ecaa-2380-11e7-add1-ec8147b19acd,1,a069d3f6-ff68-452c-8d08-b79881cba98e,00000001-0001-0001-0001-000000011174,1582150206,1582150269781,12,175773772,0,37524,3475267338,0,443,44,3,0,1,0,0,0,0, , ,Permit,7d13fcaa-88bd-11d6-859b-0002b34b9580,,0,175773772,0,0,0,0,0,,,,,,,,,
267855790,e4993c7f-ce1d-11e6-b837-b05ada4eed7a,1,748a89f3-5c9b-4998-af78-e6b52b22a578,00000001-0001-0001-0001-000000017056,1582150270066,1582150270066,1,175798792,0,24009,1089057884,0,443,62,15,0,3,0,0,0,0, , ,Permit,7d13fcaa-88bd-11d6-859b-0002b34b9580,Permit + Notify,0,175798792,0,0,0,0,0,,,,,,,,,
144085797,a73afd1f-2217-11e3-a4dc-78acc0f2ed41,1,92be7f03-f9ca-41ef-97c9-1df69bbae706,00000001-0001-0001-0001-000000028469,1582150203066,1582150270066,65,175753833,0,55706,175858705,0,49153,203,27,0,2,0,0,0,0, , ,Permit,7d13fcaa-88bd-11d6-859b-0002b34b9580,Permit + Notify,0,175753833,0,0,0,0,0,,,,,,,,,
144085798,a73afd1f-2217-11e3-a4dc-78acc0f2ed41,1,f753a0d1-89e7-4c23-a8c0-ebc4f709ceee,00000001-0001-0001-0001-000000011403,1582150270068,1582150270068,1,176887888,0,56925,3211055656,0,445,202,26,0,1,0,0,0,0, , ,Permit,7d13fcaa-88bd-11d6-859b-0002b34b9580,Permit + Notify,0,176887888,0,0,0,0,0,,,,,,,,,
267855791,e4993c7f-ce1d-11e6-b837-b05ada4eed7a,1,748a89f3-5c9b-4998-af78-e6b52b22a578,00000001-0001-0001-0001-000000017056,1582149976096,1582150270096,1,176807962,0,53676,3627735310,0,443,62,15,0,3,0,0,0,0, , ,Permit,7d13fcaa-88bd-11d6-859b-0002b34b9580,Permit + Notify,0,176807962,0,0,0,0,0,,,,,,,,,
73544874,3da1ecaa-2380-11e7-add1-ec8147b19acd,1,a069d3f6-ff68-452c-8d08-b79881cba98e,00000001-0001-0001-0001-000000011174,1582150207,1582150270181,12,175768096,0,46752,3475267338,0,443,44,3,0,1,0,0,0,0, , ,Permit,7d13fcaa-88bd-11d6-859b-0002b34b9580,,0,175768096,0,0,0,0,0,,,,,,,,,
73544875,3da1ecaa-2380-11e7-add1-ec8147b19acd,1,a069d3f6-ff68-452c-8d08-b79881cba98e,00000001-0001-0001-0001-000000011174,1582150207,1582150270481,12,175768088,0,34106,3475267338,0,443,44,3,0,1,0,0,0,0, , ,Permit,7d13fcaa-88bd-11d6-859b-0002b34b9580,,0,175768088,0,0,0,0,0,,,,,,,,,
223302512,0036a850-10df-11e7-b47f-f8dc43e860d0,1,0743aeee-8078-44e4-9b01-011ce13e6a54,00000001-0001-0001-0001-000000017056,1582149957,1582150270656,1,175864331,0,28363,220222791,0,443,4,4,0,3,0,0,0,0, , ,Permit,7d13fcaa-88bd-11d6-859b-0002b34b9580,,0,175864331,0,0,0,0,0,,,,,,,,,
73544876,3da1ecaa-2380-11e7-add1-ec8147b19acd,1,8515ecc1-1ba6-49d2-9515-233093f868fb,00000001-0001-0001-0001-000000013895,1582150270,1582150270981,1,177339932,0,443,175772221,0,53595,43,3,0,1,0,0,0,0, , ,Permit,7d13fcaa-88bd-11d6-859b-0002b34b9580,,0,177339932,0,0,0,0,0,,,,,,,,,
144085799,a73afd1f-2217-11e3-a4dc-78acc0f2ed41,1,e307b833-214a-4d60-aea6-874a78007403,00000001-0001-0001-0001-000000012850,1582150271003,1582150271003,1,176911666,0,1066,176817508,0,22,202,27,0,1,0,0,0,0, , ,Permit,7d13fcaa-88bd-11d6-859b-0002b34b9580,Permit + Notify,0,176911666,0,0,0,0,0,,,,,,,,,
144085800,a73afd1f-2217-11e3-a4dc-78acc0f2ed41,1,26124332-21b2-4308-96c1-6622ae10fd65,00000001-0001-0001-0001-000000005601,1582150271013,1582150271013,1,176911666,0,1066,176817508,0,22,202,26,0,1,0,0,0,0, , ,Permit,7d13fcaa-88bd-11d6-859b-0002b34b9580,Permit + Notify,0,176911666,0,0,0,0,0,,,,,,,,,
